Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,48.581014851712176,2143.0,243.81525720660235,3,0.3413186055155422,10,1.1377286850518074,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,16.859567873902655,414.0,81.16117557901975,0,0.0,1,0.1960414869058448,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,37.11234544660363,871.0,182.62628748017943,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,14.0,140.85386153530374,0,0.0,1-4,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,517.0,0.0,0,0.0,4,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,0.0,0.0,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,25.8593023184578,5546.0,114.91641879660811,16,0.331529516903305,74,1.533324015677786,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,4626.0,0.0,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Reported sex or gender,Female,3618900.25598128,0.0514786,48.88225358176743,8269.0,228.4948303378377,13,0.3592251535121405,51,1.4092679099322436,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Reported sex or gender,Male,3411016.74096262,0.0485214,34.79900833512232,5552.0,162.76671800892936,6,0.1759006318540303,39,1.143354107051197,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Reported sex or gender,Unknown sex,0.0,0.0,0.0,313.0,0.0,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,<5 years,356878.9331,0.050765739,66.96948960364396,1169.0,327.56206421196566,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,5-19 years,1208696.36,0.171936078,16.21581784195991,840.0,69.49636217982818,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,20-34 years,1510757.646,0.214904052,35.21411931348253,2376.0,157.27208174592948,0,0.0,1,0.0661919535967716,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,35-49 years,1307950.041,0.186054834,32.95232894908407,2072.0,158.4158366183346,0,0.0,2,0.1529110392068866,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,50-64 years,1444570.402,0.20548897,37.72747934233253,2624.0,181.64569870510195,2,0.1384494654764496,7,0.4845731291675738,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,65-79 years,899365.7143,0.127934045,70.16055759820952,3036.0,337.5712406785485,2,0.2223789464285563,18,2.001410517857007,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,80+ years,301697.9003,0.042916282,144.51542406044382,2018.0,668.8810223715037,15,4.971860919510682,62,20.55035846731082,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,MWRA Southern,379780.983732982,4,Detected,2023-08-26,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-08-20,2023-08-26,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.0,2106.0,Suffolk,797935.9991,268.0,1219.0,13628.0,2226.0,290.0,0.1302785265049416,33.58665360408352,278.969742248843
BioBot,Municipal,Fitchburg Public Works,743982.4389374518,4,Detected,2023-10-19,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,14.904245774178678,131.0,14.904245774178678,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,5.6852031202695,29.0,5.6852031202695,1,0.1960414869058448,1,0.1960414869058448,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,11.112736207175098,53.0,11.112736207175098,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,0.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,23.0,0.0,1,0.0,1,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,0.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,7.625178888776017,368.0,7.625178888776017,6,0.1243235688387393,6,0.1243235688387393,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,242.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Reported sex or gender,Female,3618900.25598128,0.0514786,13.982148282857162,506.0,13.982148282857162,4,0.110530816465274,4,0.110530816465274,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Reported sex or gender,Male,3411016.74096262,0.0485214,9.58658443604465,327.0,9.58658443604465,4,0.1172670879026868,4,0.1172670879026868,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Reported sex or gender,Unknown sex,0.0,0.0,0.0,13.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,<5 years,356878.9331,0.050765739,19.614494862991958,70.0,19.614494862991958,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,5-19 years,1208696.36,0.171936078,3.723019402490796,45.0,3.723019402490796,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,20-34 years,1510757.646,0.214904052,7.744458570822286,117.0,7.744458570822286,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,35-49 years,1307950.041,0.186054834,8.410107156378766,110.0,8.410107156378766,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,50-64 years,1444570.402,0.20548897,11.283631436330646,163.0,11.283631436330646,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,65-79 years,899365.7143,0.127934045,21.681947276784243,195.0,21.681947276784243,3,0.3335684196428345,3,0.3335684196428345,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,80+ years,301697.9003,0.042916282,48.39277961657064,146.0,48.39277961657064,5,1.657286973170227,5,1.657286973170227,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Southern,193437.9466,3,Detected,2023-07-08,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-07-02,2023-07-08,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7.0,607.0,Suffolk,797935.9991,62.0,62.0,1451.0,1451.0,64.0,0.0441075120606478,7.770046729302904,181.8441581325567
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,54.83852261949711,16606.0,1889.3122543970312,6,0.6826372110310844,88,10.012012428455906,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,16.859567873902655,3135.0,614.5900614498235,0,0.0,15,2.940622303587672,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,43.82192202452067,6314.0,1323.883328530256,2,0.419348536119815,21,4.403159629258058,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,80.48792087731643,103.0,1036.281981295449,0,0.0,1-4,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,4229.0,0.0,2,0.0,34,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,32.0,1738.073685953211,0,0.0,0,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,27.641273471813054,45287.0,938.3735769999984,28,0.5801766545807838,750,15.540446104842426,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,34206.0,0.0,0,0.0,1,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Reported sex or gender,Female,3618900.25598128,0.0514786,52.50213782100516,63255.0,1747.906698877727,13,0.3592251535121405,467,12.90447282232074,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Reported sex or gender,Male,3411016.74096262,0.0485214,38.37565451615428,44878.0,1315.678092724195,25,0.7329192993917929,443,12.98732998522257,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Reported sex or gender,Unknown sex,0.0,0.0,0.0,1776.0,0.0,0,0.0,0,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,<5 years,356878.9331,0.050765739,96.1110248286606,10288.0,2882.770330720875,0,0.0,0,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,5-19 years,1208696.36,0.171936078,49.06112234837871,11475.0,949.3699476351528,0,0.0,1,0.0827337644997954,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,20-34 years,1510757.646,0.214904052,29.38922739696662,16260.0,1076.2811654835075,0,0.0,4,0.2647678143870867,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,35-49 years,1307950.041,0.186054834,35.70472765480803,15900.0,1215.642761694749,1,0.0764555196034433,15,1.14683279405165,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,50-64 years,1444570.402,0.20548897,33.573995378039044,19566.0,1354.451120756107,1,0.0692247327382248,64,4.430382895246389,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,65-79 years,899365.7143,0.127934045,61.26539974106727,21836.0,2427.933337106978,8,0.8895157857142253,243,27.0190419910696,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,80+ years,301697.9003,0.042916282,115.3471733326478,14581.0,4832.980271159017,28,9.280807049753273,583,193.2396610716485,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,MWRA Northern,949721.0896184199,7,Detected,2024-02-10,copies/L,Winthrop,MA,Suffolk,2024-02-29,2024-02-04,2024-02-10,Age,Unknown age,0.0,0.0,0.0,6.0,0.0,0,0.0,0,0.0,35.0,2504.0,Suffolk,797935.9991,217.0,8170.0,92502.0,3750.0,264.0,0.0704,27.195163552560164,469.9625037884821
BioBot,Municipal,SESD-Peabody Metering Station,735267.9849066664,4,Detected,2023-08-10,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,613456.8318121538,4,Detected,2023-11-16,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,926729.2489187134,4,Detected,2023-09-13,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
